state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
Cali,M,Bachelor,470667.0,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
Cali,M,High School or Below,809341.0,0.0,114.0,1.0,Personal Auto,Sports Car,722.024742
WA,M,College,503574.0,72672.0,63.0,0.0,Personal Auto,Four-Door Car,259.361117
Oregon,F,Bachelor,902786.0,99002.0,112.0,1.0,Personal Auto,Four-Door Car,537.6
California,M,High School or Below,728888.0,79494.0,91.0,0.0,Personal Auto,Four-Door Car,396.295614
Oregon,M,Master,1804247.0,35704.0,225.0,0.0,Personal Auto,Luxury Car,358.281562
Arizona,F,Bachelor,499206.0,0.0,71.0,0.0,Corporate Auto,Four-Door Car,653.388564
Oregon,F,High School or Below,910226.0,26049.0,118.0,0.0,Personal Auto,Two-Door Car,121.032372
Arizona,M,Doctor,254040.0,70125.0,64.0,0.0,Special Auto,Four-Door Car,92.813396
California,M,College,1294189.0,52369.0,110.0,1.0,Personal Auto,SUV,528.0
WA,F,Bachelor,236534.0,0.0,66.0,2.0,Special Auto,Four-Door Car,159.636956
Arizona,M,College,572076.0,41770.0,72.0,0.0,Personal Auto,Four-Door Car,476.156957
Oregon,M,High School or Below,703553.0,0.0,101.0,0.0,Corporate Auto,Four-Door Car,727.2
California,M,College,263697.0,31911.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
Nevada,M,Bachelor,539583.0,70051.0,68.0,0.0,Corporate Auto,Four-Door Car,42.078345
Oregon,M,High School or Below,838263.0,19683.0,117.0,1.0,Personal Auto,Sports Car,561.6
WA,F,College,3116174.0,30916.0,112.0,0.0,Personal Auto,SUV,200.11606
Oregon,F,Bachelor,288774.0,0.0,80.0,0.0,Personal Auto,Four-Door Car,676.944023
Washington,M,College,742584.0,84302.0,62.0,0.0,Personal Auto,Four-Door Car,76.609295
California,M,Bachelor,2558572.0,0.0,116.0,0.0,Corporate Auto,SUV,830.623064
Oregon,M,College,1027260.0,60145.0,132.0,0.0,Personal Auto,SUV,580.473259
Oregon,F,Bachelor,437636.0,63774.0,111.0,0.0,Personal Auto,Four-Door Car,60.036683
California,F,Bachelor,531889.0,25134.0,67.0,0.0,Corporate Auto,Four-Door Car,321.6
Oregon,M,Bachelor,471976.0,37057.0,61.0,1.0,Personal Auto,Four-Door Car,47.53101
Oregon,F,High School or Below,442803.0,58577.0,110.0,0.0,Personal Auto,SUV,303.872752
California,M,High School or Below,587917.0,85857.0,73.0,0.0,Corporate Auto,Four-Door Car,100.620067
Oregon,F,Doctor,941690.0,70602.0,116.0,0.0,Personal Auto,SUV,481.339891
Oregon,F,Master,828815.0,33816.0,106.0,2.0,Corporate Auto,Four-Door Car,508.8
Oregon,M,Bachelor,3265483.0,0.0,153.0,0.0,Personal Auto,SUV,1101.6
Oregon,F,College,471945.0,89642.0,121.0,4.0,Corporate Auto,SUV,86.320022
California,F,Bachelor,390347.0,60068.0,98.0,0.0,Personal Auto,Two-Door Car,470.4
California,F,Bachelor,545725.0,50044.0,139.0,0.0,Personal Auto,SUV,667.2
California,F,Master,272535.0,36650.0,69.0,1.0,Personal Auto,Four-Door Car,56.60333
Arizona,F,College,443397.0,50653.0,110.0,0.0,Corporate Auto,SUV,262.865172
Arizona,F,Doctor,533246.0,68931.0,66.0,0.0,Personal Auto,Four-Door Car,309.577946
Oregon,M,Bachelor,231509.0,0.0,73.0,1.0,Corporate Auto,Four-Door Car,350.4
California,F,College,541195.0,0.0,73.0,0.0,Personal Auto,Four-Door Car,365.364581
California,M,Bachelor,958733.0,39266.0,80.0,0.0,Personal Auto,Four-Door Car,384.0
California,M,College,2210350.0,0.0,102.0,0.0,Personal Auto,SUV,489.6
Nevada,F,High School or Below,976494.0,0.0,98.0,1.0,Personal Auto,Four-Door Car,705.6
Nevada,F,Bachelor,256715.0,40864.0,65.0,0.0,Corporate Auto,Four-Door Car,9.51528
Oregon,F,College,265062.0,39035.0,68.0,0.0,Personal Auto,Four-Door Car,244.564334
California,M,Bachelor,1126436.0,34923.0,98.0,0.0,Personal Auto,Two-Door Car,639.105556
California,M,High School or Below,216852.0,0.0,63.0,0.0,Personal Auto,Four-Door Car,453.6
California,F,High School or Below,861066.0,0.0,111.0,0.0,Corporate Auto,SUV,532.8
California,F,College,283464.0,24506.0,71.0,0.0,Personal Auto,Two-Door Car,511.2
Oregon,M,High School or Below,893013.0,0.0,82.0,0.0,Personal Auto,Four-Door Car,554.522969
Arizona,F,College,553638.0,52220.0,70.0,1.0,Personal Auto,Four-Door Car,336.0
Arizona,M,High School or Below,284085.0,0.0,74.0,0.0,Personal Auto,Two-Door Car,402.449823
California,M,College,808288.0,53554.0,67.0,0.0,Personal Auto,Four-Door Car,327.020539
California,M,Bachelor,525473.0,34476.0,67.0,1.0,Corporate Auto,Four-Door Car,5.3953
Arizona,F,Bachelor,511623.0,0.0,70.0,0.0,Personal Auto,Four-Door Car,131.401291
California,M,College,303464.0,68205.0,76.0,0.0,Personal Auto,Two-Door Car,99.382943
California,F,High School or Below,802489.0,0.0,119.0,1.0,Personal Auto,SUV,856.8
California,M,High School or Below,1821114.0,53690.0,154.0,0.0,Personal Auto,SUV,739.2
Oregon,M,High School or Below,512156.0,0.0,72.0,0.0,Personal Auto,Four-Door Car,518.4
California,F,High School or Below,215017.0,0.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
California,F,High School or Below,559538.0,74454.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
Nevada,F,Bachelor,756282.0,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
Oregon,M,High School or Below,538585.0,29664.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
Washington,F,Doctor,267805.0,72450.0,66.0,0.0,Corporate Auto,Four-Door Car,84.218363
Nevada,F,Bachelor,942256.0,47272.0,79.0,3.0,Personal Auto,Four-Door Car,64.546877
Oregon,F,College,360586.0,21585.0,92.0,0.0,Corporate Auto,Four-Door Car,441.6
California,F,College,776259.0,23827.0,106.0,2.0,Personal Auto,Four-Door Car,37.910623
Arizona,F,College,2344490.0,69906.0,74.0,2.0,Corporate Auto,Four-Door Car,202.860399
California,F,High School or Below,255817.0,0.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6
Washington,M,Master,265438.0,73196.0,66.0,1.0,Personal Auto,Four-Door Car,85.809817
Washington,M,Bachelor,254978.0,72217.0,6464.0,0.0,Personal Auto,Four-Door Car,91.146661
California,M,High School or Below,296959.0,46131.0,74.0,0.0,Personal Auto,Two-Door Car,355.2
Oregon,F,Master,436312.0,54514.0,109.0,3.0,Personal Auto,SUV,286.234931
California,F,High School or Below,588430.0,0.0,161.0,0.0,Personal Auto,SUV,1159.2
Nevada,F,College,527219.0,96668.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
California,M,Doctor,550989.0,78879.0,69.0,1.0,Personal Auto,Four-Door Car,466.570791
Nevada,M,College,1631368.0,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
Arizona,F,Bachelor,567805.0,0.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
California,F,Bachelor,1210120.0,0.0,112.0,0.0,Personal Auto,Sports Car,1252.406235
Oregon,M,Bachelor,245357.0,29735.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
California,M,High School or Below,507566.0,23082.0,65.0,0.0,Special Auto,Four-Door Car,312.0
Arizona,M,Bachelor,321497.0,53984.0,80.0,0.0,Corporate Auto,Four-Door Car,421.484456
California,F,College,1227534.0,52135.0,156.0,0.0,Personal Auto,SUV,430.505942
California,F,College,272221.0,17576.0,71.0,0.0,Corporate Auto,Four-Door Car,398.502948
Oregon,F,Bachelor,245744.0,29486.0,62.0,0.0,Personal Auto,Four-Door Car,7.646763
Oregon,F,Master,355484.0,58557.0,88.0,0.0,Corporate Auto,Four-Door Car,55.510526
California,M,Bachelor,492954.0,25632.0,63.0,0.0,Personal Auto,Two-Door Car,351.270869
California,F,High School or Below,803645.0,0.0,112.0,0.0,Personal Auto,Sports Car,806.4
Arizona,M,Bachelor,427691.0,18768.0,68.0,3.0,Corporate Auto,Four-Door Car,647.454583
California,F,Bachelor,3347334.0,33190.0,106.0,0.0,Personal Auto,SUV,508.8
Oregon,F,Master,596058.0,47945.0,74.0,0.0,Personal Auto,Two-Door Car,128.43823
Arizona,M,College,4479546.0,58778.0,126.0,0.0,Special Auto,SUV,302.033971
California,F,High School or Below,383211.0,15192.0,100.0,0.0,Personal Auto,SUV,480.0
California,F,Bachelor,683793.0,51859.0,171.0,0.0,Personal Auto,SUV,1003.160633
Nevada,F,High School or Below,528526.0,23422.0,72.0,0.0,Personal Auto,Two-Door Car,518.4
California,F,College,309651.0,21604.0,79.0,0.0,Corporate Auto,Four-Door Car,379.2
Arizona,M,College,358971.0,79298.0,90.0,0.0,Personal Auto,Four-Door Car,244.362072
Arizona,F,Bachelor,258240.0,76731.0,64.0,0.0,Special Auto,Four-Door Car,201.455005
Washington,M,College,340391.0,38460.0,88.0,1.0,Personal Auto,Four-Door Car,91.55098
Arizona,F,College,1357567.0,48534.0,115.0,1.0,Personal Auto,SUV,552.0
Washington,M,Doctor,343613.0,30817.0,88.0,0.0,Corporate Auto,Four-Door Car,91.834668
Oregon,F,College,2868582.0,48412.0,104.0,0.0,Personal Auto,SUV,707.430832
Washington,M,Bachelor,450267.0,68798.0,114.0,0.0,Personal Auto,SUV,92.915251
Oregon,M,Bachelor,618311.0,23712.0,85.0,0.0,Personal Auto,Four-Door Car,376.126419
California,M,College,387364.0,28142.0,105.0,0.0,Personal Auto,Sports Car,701.708239
California,F,Master,1892933.0,72196.0,68.0,0.0,Personal Auto,Four-Door Car,152.184244
California,M,Master,555329.0,68197.0,69.0,0.0,Personal Auto,Four-Door Car,176.819414
California,M,Bachelor,501125.0,75248.0,63.0,0.0,Corporate Auto,Four-Door Car,104.454624
California,F,College,1044244.0,0.0,98.0,0.0,Personal Auto,Four-Door Car,941.718054
Nevada,M,Bachelor,219961.0,0.0,65.0,1.0,Personal Auto,Two-Door Car,468.0
Washington,F,Master,512317.0,89879.0,63.0,0.0,Personal Auto,Two-Door Car,94.030308
Oregon,M,High School or Below,748431.0,46998.0,96.0,0.0,Corporate Auto,Four-Door Car,460.8
Oregon,M,Bachelor,261302.0,57099.0,67.0,0.0,Personal Auto,Two-Door Car,67.859881
Arizona,F,Bachelor,908063.0,33897.0,114.0,0.0,Corporate Auto,SUV,539.843003
Nevada,F,High School or Below,1377097.0,59207.0,116.0,0.0,Personal Auto,Four-Door Car,556.8
Oregon,M,High School or Below,287682.0,40171.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
Washington,M,Doctor,540891.0,80192.0,67.0,0.0,Personal Auto,Four-Door Car,95.193157
Washington,M,High School or Below,677030.0,74422.0,85.0,1.0,Personal Auto,Four-Door Car,95.338505
Oregon,M,College,2414387.0,0.0,87.0,0.0,Special Auto,Four-Door Car,626.4
Arizona,F,College,353805.0,0.0,67.0,5.0,Personal Auto,Four-Door Car,321.6
Nevada,F,Bachelor,2909123.0,34226.0,244.0,0.0,Personal Auto,Luxury SUV,494.395024
California,F,High School or Below,1983420.0,65989.0,123.0,1.0,Personal Auto,SUV,115.545086
Oregon,M,High School or Below,473136.0,30686.0,61.0,0.0,Corporate Auto,Four-Door Car,19.938981
California,F,Master,3553784.0,0.0,113.0,0.0,Personal Auto,Sports Car,799.926741
Arizona,F,High School or Below,3461137.0,20090.0,109.0,0.0,Personal Auto,Sports Car,523.2
California,M,High School or Below,2021630.0,0.0,183.0,0.0,Personal Auto,Luxury SUV,878.4
Oregon,M,College,1397651.0,77094.0,176.0,0.0,Personal Auto,SUV,444.470676
California,F,College,590408.0,97413.0,73.0,0.0,Personal Auto,Four-Door Car,268.819985
Oregon,F,Master,559583.0,79189.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
California,F,High School or Below,229430.0,0.0,62.0,0.0,Personal Auto,Two-Door Car,297.6
Arizona,F,College,627391.0,18577.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
Oregon,F,College,372672.0,0.0,112.0,1.0,Special Auto,Sports Car,806.4
Washington,M,High School or Below,265671.0,62777.0,67.0,0.0,Personal Auto,Two-Door Car,101.288069
Oregon,M,Bachelor,511068.0,0.0,74.0,0.0,Corporate Auto,Four-Door Car,532.8
Nevada,M,College,712659.0,17483.0,183.0,0.0,Personal Auto,Luxury Car,1317.6
Oregon,M,Master,460163.0,84394.0,114.0,0.0,Personal Auto,SUV,691.412378
Oregon,M,College,915523.0,0.0,127.0,0.0,Personal Auto,Sports Car,804.811859
Oregon,F,College,1480805.0,41440.0,62.0,1.0,Personal Auto,Four-Door Car,297.6
Arizona,M,High School or Below,890167.0,0.0,136.0,1.0,Personal Auto,Sports Car,1090.86434
Oregon,F,College,573459.0,98132.0,71.0,0.0,Personal Auto,Two-Door Car,50.587035
Oregon,F,High School or Below,417769.0,0.0,112.0,0.0,Personal Auto,Four-Door Car,537.6
California,M,Bachelor,2777628.0,88220.0,230.0,0.0,Personal Auto,Luxury Car,151.528482
Arizona,F,Master,1036434.0,58327.0,129.0,0.0,Personal Auto,SUV,347.075948
Oregon,M,Master,785190.0,25950.0,66.0,0.0,Personal Auto,Two-Door Car,271.697529
Oregon,M,High School or Below,477294.0,20993.0,133.0,0.0,Corporate Auto,SUV,638.4
Oregon,M,High School or Below,1422650.0,65726.0,177.0,0.0,Corporate Auto,SUV,849.6
Washington,M,Bachelors,287543.0,84768.0,72.0,0.0,Personal Auto,Two-Door Car,110.484661
Washington,F,Bachelor,504129.0,36234.0,63.0,0.0,Personal Auto,Four-Door Car,113.534474
California,M,College,436293.0,58842.0,110.0,0.0,Personal Auto,Four-Door Car,528.0
Oregon,F,Master,962452.0,25629.0,124.0,2.0,Corporate Auto,Sports Car,595.2
Washington,F,College,2191440.0,77311.0,181.0,0.0,Personal Auto,SUV,113.609508
California,M,Doctor,694842.0,0.0,196.0,2.0,Personal Auto,Luxury SUV,1337.063487
Washington,M,High School or Below,247152.0,95697.0,61.0,0.0,Personal Auto,Two-Door Car,114.273025
Oregon,F,Bachelor,2190391.0,22254.0,79.0,0.0,Personal Auto,Four-Door Car,125.194389
Nevada,M,High School or Below,902882.0,65974.0,113.0,0.0,Personal Auto,Sports Car,235.220971
Oregon,F,College,530375.0,0.0,76.0,0.0,Personal Auto,Four-Door Car,395.34111
Washington,M,High School or Below,2070825.0,92079.0,65.0,1.0,Corporate Auto,Four-Door Car,114.798771
Nevada,M,High School or Below,512376.0,0.0,74.0,0.0,Personal Auto,Two-Door Car,772.798511
Oregon,M,College,949234.0,0.0,132.0,0.0,Personal Auto,SUV,633.6
Oregon,F,High School or Below,820486.0,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
Arizona,F,College,987729.0,67752.0,131.0,4.0,Personal Auto,Sports Car,168.517149
California,F,Bachelor,481500.0,25398.0,64.0,0.0,Corporate Auto,Four-Door Car,307.2
California,M,High School or Below,627701.0,0.0,88.0,0.0,Personal Auto,Four-Door Car,633.6
California,M,High School or Below,826063.0,33321.0,105.0,0.0,Special Auto,SUV,504.0
Nevada,M,Bachelor,254945.0,0.0,78.0,0.0,Corporate Auto,Four-Door Car,845.654042
Washington,NaN,College,1131808.0,38923.0,99.0,2.0,Personal Auto,Four-Door Car,115.728852
Oregon,F,Bachelor,380392.0,20325.0,100.0,0.0,Personal Auto,Sports Car,668.29397
Oregon,M,Bachelor,863540.0,13129.0,117.0,0.0,Personal Auto,SUV,700.901632
Oregon,F,High School or Below,551055.0,0.0,73.0,0.0,Personal Auto,Four-Door Car,525.6
Nevada,M,Master,358588.0,49080.0,91.0,0.0,Corporate Auto,Four-Door Car,25.299
Nevada,M,College,488925.0,42536.0,63.0,0.0,Personal Auto,Four-Door Car,375.330097
Oregon,M,Bachelor,275694.0,29926.0,74.0,0.0,Corporate Auto,Four-Door Car,418.233667
Nevada,M,Doctor,328954.0,0.0,86.0,0.0,Corporate Auto,Two-Door Car,398.240791
California,F,Bachelor,1093717.0,21450.0,138.0,0.0,Personal Auto,Sports Car,938.513425
California,M,High School or Below,737556.0,33345.0,65.0,0.0,Corporate Auto,Four-Door Car,338.619869
California,F,Bachelor,1011077.0,15752.0,90.0,0.0,Corporate Auto,Two-Door Car,339.344531
Oregon,F,High School or Below,511941.0,40169.0,65.0,1.0,Personal Auto,Four-Door Car,302.818833
California,F,College,853383.0,26049.0,113.0,1.0,Personal Auto,SUV,619.165344
Nevada,M,College,222476.0,0.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
Arizona,M,Doctor,804280.0,55411.0,100.0,0.0,Personal Auto,Sports Car,259.561195
Oregon,M,College,255443.0,12459.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
Oregon,M,Bachelor,1807394.0,64620.0,76.0,1.0,Personal Auto,Two-Door Car,364.8
California,M,Bachelor,243050.0,83140.0,61.0,0.0,Corporate Auto,Four-Door Car,179.161843
Oregon,F,Bachelor,316765.0,0.0,92.0,0.0,Corporate Auto,Four-Door Car,662.4
Arizona,F,Bachelor,546560.0,54422.0,68.0,0.0,Corporate Auto,Four-Door Car,75.501852
California,M,College,1035751.0,68309.0,131.0,0.0,Corporate Auto,SUV,306.983596
California,M,High School or Below,253781.0,56621.0,65.0,2.0,Personal Auto,Four-Door Car,84.026848
Arizona,F,College,282194.0,38977.0,70.0,0.0,Special Auto,Four-Door Car,139.489926
AZ,M,Bachelor,775712.0,0.0,111.0,0.0,Corporate Auto,Two-Door Car,607.4459
AZ,M,High School or Below,407913.0,0.0,114.0,0.0,Corporate Auto,Two-Door Car,631.124372
AZ,F,College,595554.0,0.0,83.0,0.0,Personal Auto,Four-Door Car,628.023494
Oregon,F,Bachelor,1415861.0,83235.0,70.0,0.0,Personal Auto,Two-Door Car,336.0
Nevada,M,College,848723.0,0.0,74.0,0.0,Personal Auto,Two-Door Car,426.655599
AZ,M,College,628547.0,32390.0,80.0,0.0,Personal Auto,Four-Door Car,91.417923
Oregon,F,High School or Below,1147348.0,66538.0,95.0,0.0,Personal Auto,Two-Door Car,317.844812
Washington,F,College,494263.0,23285.0,65.0,0.0,Personal Auto,Two-Door Car,118.446235
Oregon,M,Bachelor,2359468.0,76358.0,66.0,0.0,Personal Auto,Four-Door Car,86.461582
Washington,M,Master,257250.0,21104.0,66.0,0.0,Personal Auto,Four-Door Car,118.454974
AZ,F,College,538089.0,55350.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
California,F,College,477055.0,12964.0,65.0,0.0,Personal Auto,Two-Door Car,362.774545
AZ,F,Master,675665.0,33288.0,86.0,2.0,Personal Auto,Four-Door Car,221.856184
AZ,F,College,593601.0,0.0,84.0,0.0,Personal Auto,Four-Door Car,980.169081
AZ,F,Bachelor,357076.0,56168.0,88.0,0.0,Personal Auto,Four-Door Car,614.675906
California,M,College,601996.0,0.0,92.0,0.0,Personal Auto,Four-Door Car,662.4
Oregon,M,High School or Below,542686.0,23105.0,69.0,0.0,Personal Auto,Two-Door Car,331.2
Oregon,F,Master,273031.0,36218.0,68.0,0.0,Personal Auto,Four-Door Car,145.252168
California,F,High School or Below,498268.0,52275.0,62.0,0.0,Corporate Auto,Four-Door Car,374.240783
Oregon,F,College,876926.0,49665.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
Nevada,M,High School or Below,422061.0,32471.0,110.0,0.0,Personal Auto,Two-Door Car,528.0
AZ,M,High School or Below,1153750.0,0.0,86.0,1.0,Corporate Auto,Two-Door Car,619.2
California,F,Master,588718.0,62773.0,73.0,0.0,Personal Auto,Four-Door Car,80.669257
California,F,College,470058.0,76694.0,117.0,0.0,Personal Auto,SUV,561.6
Oregon,M,High School or Below,1096395.0,55687.0,276.0,0.0,Personal Auto,Luxury SUV,1324.8
AZ,F,High School or Below,252317.0,0.0,70.0,0.0,Personal Auto,Four-Door Car,504.0
Nevada,M,Doctor,375780.0,36633.0,96.0,1.0,Personal Auto,Four-Door Car,460.8
Oregon,M,High School or Below,1294173.0,77060.0,106.0,0.0,Personal Auto,SUV,468.566133
Nevada,F,Bachelor,376446.0,92600.0,94.0,0.0,Corporate Auto,Two-Door Car,842.43785
California,M,High School or Below,688955.0,0.0,66.0,0.0,Personal Auto,Four-Door Car,475.2
Nevada,M,College,362345.0,0.0,111.0,2.0,Corporate Auto,SUV,1171.93117
AZ,M,College,758211.0,64801.0,64.0,0.0,Personal Auto,Four-Door Car,268.471802
Oregon,F,College,827774.0,45257.0,103.0,0.0,Corporate Auto,Two-Door Car,494.4
California,M,High School or Below,257645.0,26854.0,66.0,0.0,Personal Auto,Four-Door Car,475.2
Oregon,F,College,820538.0,85840.0,102.0,2.0,Corporate Auto,SUV,138.722385
Oregon,F,Doctor,1958246.0,26463.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6
Nevada,F,Bachelor,648152.0,30689.0,81.0,0.0,Personal Auto,Four-Door Car,467.24802
Oregon,M,High School or Below,259931.0,29590.0,66.0,0.0,Corporate Auto,Two-Door Car,467.503236
Oregon,F,College,983033.0,25965.0,253.0,0.0,Personal Auto,Luxury SUV,1214.4
Oregon,M,Bachelor,1044265.0,17269.0,139.0,0.0,Personal Auto,SUV,667.2
Oregon,M,College,3605753.0,90330.0,137.0,3.0,Corporate Auto,Sports Car,192.085299
California,F,High School or Below,847003.0,0.0,113.0,0.0,Corporate Auto,SUV,619.973889
California,F,High School or Below,827878.0,0.0,110.0,0.0,Personal Auto,Four-Door Car,1002.782553
California,F,High School or Below,478893.0,0.0,67.0,1.0,Personal Auto,Two-Door Car,321.6
AZ,F,Bachelor,308799.0,18558.0,80.0,0.0,Special Auto,Four-Door Car,384.0
Arizona,M,Bachelor,444373.0,46384.0,113.0,0.0,Corporate Auto,Four-Door Car,251.774574
Oregon,F,High School or Below,798408.0,0.0,72.0,0.0,Personal Auto,Two-Door Car,866.208321
Oregon,F,College,718097.0,42303.0,180.0,0.0,Personal Auto,Luxury SUV,1210.920949
California,F,Bachelor,1565603.0,71731.0,130.0,0.0,Corporate Auto,SUV,599.648466
Oregon,M,High School or Below,578018.0,51066.0,74.0,0.0,Corporate Auto,Four-Door Car,787.993313
California,M,College,2071494.0,0.0,203.0,0.0,Corporate Auto,Luxury Car,2027.724442
Nevada,F,Bachelor,533735.0,0.0,86.0,3.0,Personal Auto,Four-Door Car,619.2
Arizona,M,College,505082.0,0.0,69.0,0.0,Personal Auto,Two-Door Car,72.852047
Arizona,F,High School or Below,511662.0,26173.0,68.0,1.0,Corporate Auto,Four-Door Car,449.819671
Oregon,M,Bachelor,726873.0,24445.0,63.0,0.0,Personal Auto,Two-Door Car,302.4
Oregon,M,College,261661.0,72302.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
Oregon,M,High School or Below,373843.0,27208.0,102.0,0.0,Personal Auto,SUV,489.6
California,F,Master,272535.0,36650.0,69.0,1.0,Special Auto,Four-Door Car,56.60333
Arizona,M,College,545386.0,30855.0,68.0,0.0,Corporate Auto,Four-Door Car,259.060862
Arizona,F,Bachelor,684615.0,0.0,95.0,0.0,Personal Auto,Two-Door Car,456.0
Oregon,M,Master,617291.0,99960.0,76.0,0.0,Corporate Auto,Four-Door Car,364.8
Arizona,F,Bachelor,1034632.0,0.0,98.0,0.0,Personal Auto,Four-Door Car,470.4
Nevada,F,Bachelor,699700.0,55873.0,88.0,0.0,Personal Auto,Four-Door Car,299.356083
Arizona,F,High School or Below,419625.0,18052.0,111.0,0.0,Personal Auto,Four-Door Car,699.1679
Oregon,F,High School or Below,785810.0,28937.0,104.0,2.0,Personal Auto,SUV,117.959654
Oregon,F,High School or Below,606434.0,0.0,86.0,0.0,Personal Auto,Four-Door Car,545.240341
California,M,College,1749752.0,0.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
Oregon,M,Doctor,897064.0,12829.0,118.0,0.0,Personal Auto,SUV,328.231432
Oregon,F,Master,592311.0,92163.0,73.0,0.0,Personal Auto,Two-Door Car,66.568642
Oregon,M,High School or Below,3585059.0,17588.0,192.0,0.0,Personal Auto,Luxury Car,1382.4
Washington,F,Bachelor,870984.0,41546.0,111.0,0.0,Corporate Auto,Four-Door Car,121.306839
